molecule_chembl_id,bioactivity_class,pIC50,canonical_smiles,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL1688139,Inactive,5.376750709602099,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,383.04798408,2,1,4.842800000000002,True
CHEMBL1688146,Inactive,5.619788758288394,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,394.07203463999997,4,1,4.097600000000003,True
CHEMBL1688148,Inactive,4.267606240177032,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cccc([N+](=O)[O-])c1,394.07203463999997,4,1,4.097600000000003,True
CHEMBL1688152,Inactive,4.145693958198919,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cccc2ccccc12,399.10260649599996,2,1,5.342600000000004,True
CHEMBL1688137,Inactive,4.130768280269024,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccccc1,349.08695643199997,2,1,4.189400000000003,True
CHEMBL1688145,Inactive,5.023191662661934,O=C1c2ccccc2C(O)(c2ccc(F)cc2)N1Cc1ccc([N+](=O)[O-])cc1,378.10158518000003,4,1,3.583300000000002,True
CHEMBL1688144,Inactive,4.060480747381382,O=C1c2ccccc2C(O)(c2ccccc2)N1Cc1ccc([N+](=O)[O-])cc1,360.111006992,4,1,3.444200000000002,True
CHEMBL3675200,Inactive,6.392544976785332,O=C1c2ccccc2C(OC/C=C/CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,464.11389945200006,5,1,4.670400000000003,True
CHEMBL1688258,Inactive,6.396855627379818,O=C1c2ccccc2C(OC/C=C\CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,464.11389945200006,5,1,4.670400000000003,True
CHEMBL1688251,Inactive,6.154901959985743,O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,478.12954951600005,5,1,5.035300000000004,True
CHEMBL1688170,Inactive,5.522878745280337,O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,433.14447130800005,3,1,5.127100000000004,True
CHEMBL3928363,Inactive,6.411168274405792,O=C1c2ccccc2C(OC2CCC(O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,492.14519958,5,1,5.425400000000005,True
CHEMBL1688271,Inactive,6.181774106386045,O=C1c2ccccc2C(OCC#CCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,462.09824938800006,5,1,4.117600000000003,True
CHEMBL1688279,Inactive,5.637329070274333,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,467.1054989560001,3,1,5.639600000000004,True
CHEMBL1688278,Inactive,5.585026652029182,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(F)cc1,451.1350494960001,3,1,5.125300000000004,True
CHEMBL1688274,Inactive,6.578396073130169,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,478.12954951600005,5,1,4.8944000000000045,True
CHEMBL1688286,Inactive,4.309803919971486,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccc2ccccc12,483.16012137200005,3,1,6.139400000000006,True
CHEMBL1688300,Inactive,4.481486060122112,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccc[n+]1[O-],450.1346348960001,4,1,3.619600000000003,True
CHEMBL1688297,Inactive,4.966576244513051,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccccn1,434.1397202760001,4,1,4.381200000000004,True
CHEMBL1688296,Inactive,4.537602002101044,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccnc1,434.1397202760001,4,1,4.381200000000003,True
CHEMBL1688295,Inactive,3.598599459218456,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccncc1,434.1397202760001,4,1,4.381200000000003,True
CHEMBL3675227,Inactive,5.568636235841013,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(F)cc2)N1Cc1ccc([N+](=O)[O-])cc1,462.159100056,5,1,4.380100000000004,True
CHEMBL3675222,Inactive,5.080921907623926,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccccc2)N1Cc1ccc([N+](=O)[O-])cc1,444.16852186799997,5,1,4.241000000000004,True
CHEMBL1688264,Inactive,5.494850021680094,O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1CCc1ccc([N+](=O)[O-])cc1,480.14519958000005,5,1,4.936900000000005,True
CHEMBL1688260,Inactive,6.443697499232712,O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,466.12954951600005,5,1,4.8944000000000045,True
CHEMBL1688265,Inactive,5.853871964321762,O=C1c2ccccc2C(OCCCO)(c2ccc(Br)cc2)N1Cc1ccc([N+](=O)[O-])cc1,496.06338387200003,5,1,4.613400000000004,True
CHEMBL1688259,Inactive,6.346787486224656,O=C1c2ccccc2C(OCCCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,452.11389945200006,5,1,4.504300000000003,True
CHEMBL1688276,Inactive,6.511449283499556,O=C1c2ccccc2C(O[C@@H]2C=C[C@@H](O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,490.129549516,5,1,5.201400000000005,True
CHEMBL1688255,Inactive,5.823908740944319,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,465.0898488920001,3,1,5.556500000000005,True
CHEMBL1688257,Inactive,5.782516055786093,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,476.11389945200006,5,1,4.811300000000004,True
CHEMBL1688254,Inactive,5.455931955649724,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,431.12882124400005,3,1,4.903100000000004,True
CHEMBL1688252,Inactive,6.3979400086720375,O=C1c2ccccc2C(O[C@H]2CC[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,478.12954951600005,5,1,5.035300000000004,True
CHEMBL1688275,Inactive,6.4089353929735005,O=C1c2ccccc2C(O[C@H]2CC[C@H](O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,492.14519958,5,1,5.425400000000005,True
CHEMBL1688304,Inactive,5.886056647693163,O=C1c2ccccc2[C@@](OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,478.12954951600005,5,1,4.8944000000000045,True
CHEMBL1688303,Inactive,6.769551078621726,O=C1c2ccccc2[C@](OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,478.12954951600005,5,1,4.8944000000000045,True
CHEMBL3675228,Inactive,4.468521082957745,O=Nc1ccc(CN2C(=O)c3ccc(F)c(Cl)c3C2(O)c2ccc(Cl)cc2)cc1,430.028725856,4,1,5.379800000000005,True
CHEMBL2440442,Inactive,4.97061622231479,O=c1nc2n(-c3ccc(Cl)c(Cl)c3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,424.99456651599996,4,1,4.504400000000001,True
CHEMBL2443382,Inactive,4.305394801066432,O=c1nc2n(-c3ccc(Cl)cc3)c3c(Br)cccc3cc-2c(=O)[nH]1,400.956666308,4,1,3.5947000000000022,True
CHEMBL2440444,Inactive,4.924453038607469,O=c1nc2n(-c3ccc(Cl)cc3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,391.03353886800005,4,1,3.8510000000000018,True
CHEMBL2443387,Inactive,4.823908740944319,O=c1nc2n(-c3ccc(Cl)cc3)c3c(Cl)cccc3cc-2c(=O)[nH]1,357.007181888,4,1,3.4856000000000016,True
CHEMBL223723,Inactive,4.882728704344236,O=c1nc2n(-c3ccc(F)cc3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,375.063089408,4,1,3.336700000000002,True
CHEMBL2440443,Inactive,5.823908740944319,O=c1nc2n(-c3cccc(Cl)c3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,391.03353886800005,4,1,3.8510000000000018,True
CHEMBL2443392,Inactive,4.910094888560602,O=c1nc2n(-c3cccc(F)c3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,375.063089408,4,1,3.336700000000002,True
CHEMBL2440448,Inactive,4.756961951313706,O=c1nc2n(-c3ccccc3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,357.07251121999997,4,1,3.1976000000000013,True
CHEMBL225454,Inactive,4.707743928643524,O=c1nc2n(-c3ccccc3F)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,375.063089408,4,1,3.336700000000002,True
CHEMBL3220110,Inactive,5.537602002101044,OCC(=Cc1cc(-c2ccccc2)n(-c2ccc(Cl)cc2)c1-c1ccccc1)CO,415.13390662399996,3,2,5.832700000000005,True
CHEMBL3703657,Inactive,4.356547323513812,Oc1c(C(Nc2ccc(C(F)(F)F)nc2)c2cc(C(F)(F)F)ccc2Cl)ccc2cccnc12,497.072959068,4,2,7.227900000000003,True
CHEMBL3703654,Inactive,4.920818753952375,Oc1c(C(Nc2ccc(Cl)cn2)c2ccc(C(F)(F)F)cc2)ccc2cccnc12,429.0855744400001,4,2,6.209100000000003,True
CHEMBL3703658,Inactive,5.096910013008056,Oc1c(C(Nc2ccc(Cl)cn2)c2ccc(Cl)c(C(F)(F)F)c2)ccc2cccnc12,463.046602088,4,2,6.8625000000000025,True
CHEMBL3703655,Inactive,5.045757490560675,Oc1c(C(Nc2ccc(Cl)cn2)c2ccc(Cl)c(Cl)c2)ccc2cccnc12,429.020245108,4,2,6.497100000000002,True
CHEMBL3703659,Inactive,5.096910013008056,Oc1c(C(Nc2ccc(F)cn2)c2c(F)c(F)cc(F)c2F)ccc2cccnc12,417.090053104,4,2,5.232400000000001,True
CHEMBL3640025,Inactive,5.045757490560675,Oc1c(C(Nc2ccc(F)cn2)c2ccc(Cl)c(Cl)c2)ccc2cccnc12,413.049795648,4,2,5.982800000000003,True
CHEMBL3703662,Inactive,5.0,Oc1c(C(Nc2ccc(F)cn2)c2ccc(F)cc2Cl)ccc2cccnc12,397.07934618800005,4,2,5.4685000000000015,True
CHEMBL3703652,Inactive,5.1249387366083,Oc1c(C(Nc2ccccn2)c2cc(Cl)ccc2Cl)ccc2cccnc12,395.05921746,4,2,5.843700000000003,True
CHEMBL548572,Inactive,5.130768280269024,Oc1c(C(Nc2ccccn2)c2ccc(Cl)cc2Cl)ccc2cccnc12,395.05921746,4,2,5.843700000000003,True
CHEMBL2094875,Inactive,4.7447274948966935,Oc1c(C(Nc2ccccn2)c2ccccc2Cl)ccc2cccnc12,361.09818981200004,4,2,5.190300000000003,True
CHEMBL1688559,Inactive,4.7447274948966935,Oc1c(C(Nc2cccnc2)c2ccc(C(F)(F)F)cc2)ccc2cccnc12,395.124546792,4,2,5.555700000000003,True
CHEMBL3703676,Inactive,5.823908740944319,Oc1c(C(Nc2cccnc2)c2cccs2)ccc2cccnc12,333.09358310000005,5,2,4.598400000000003,True
CHEMBL3653199,Active,9.568636235841012,[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(N(C)C)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)cc1,558.189464404,9,0,4.648290000000005,True
CHEMBL3653201,Active,8.530177984021837,[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(N)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)cc1,530.158164276,9,1,4.164490000000004,True
CHEMBL3653200,Active,9.221848749616356,[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(NC)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)cc1,544.17381434,9,1,4.6239900000000045,True
CHEMBL3639906,Active,8.391687957302674,[C-]#[N+]c1ccc(C2c3c(nn(-c4cnc(OC)nc4OC)c3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)c(F)c1,563.1484081159999,9,0,4.594690000000004,True
CHEMBL3691785,Active,7.987162775294828,[C-]#[N+]c1ccc(C2c3c(nn(-c4cnc(OC)nc4OC)c3C(C)C)C(=O)N2c2cc(Cl)cn(C)c2=O)c(F)c1,563.1484081159999,9,0,4.594690000000004,True
CHEMBL3691784,Active,8.888737486340935,[C-]#[N+]c1ccc(C2c3c(nn(-c4cnc(OC)nc4OC)c3C(C)C)C(=O)N2c2cc(Cl)cn(C)c2=O)cc1F,563.1484081159999,9,0,4.594690000000004,True
